Word/Phrase,TF-IDF_Average,Primary_Sentiment,Sentiment_Coefficient,negative_coef,neutral/mixed_coef,positive_coef
using,0.0043174476352924205,neutral/mixed,1.4007813416558008,-0.4647089358759031,1.4007813416558008,-0.9360724057799068
window,0.004275125453092143,negative,0.951741587222615,0.951741587222615,-0.8692778910086403,-0.08246369621398146
sit,0.004262843295266551,negative,-0.3210725107369473,-0.3210725107369473,0.08035414543328787,0.24071836530366172
visit,0.004240074058161015,negative,0.5118912563566176,0.5118912563566176,-0.48606235031476425,-0.025828906041859667
probably,0.0042078385802549675,neutral/mixed,0.5298639511287393,-0.30738469667657936,0.5298639511287393,-0.22247925445216044
tried,0.00417684949148429,positive,-0.5179257790495921,0.012241314194690675,0.5056844648549009,-0.5179257790495921
easy,0.004175422112547787,negative,-0.9689574316808653,-0.9689574316808653,0.3797492813150033,0.5892081503658574
street,0.0041484512159784505,neutral/mixed,-0.7630114106490714,0.3684270214117575,-0.7630114106490714,0.3945843892373158
awesome,0.004143498387660644,positive,2.8790827922544717,-1.6614099064254855,-1.2176728858289703,2.8790827922544717
smell,0.004108654673140007,neutral/mixed,1.5695204902029314,-0.5791635070109261,1.5695204902029314,-0.9903569831920128
app,0.0041077361891713226,negative,-0.45131927323410104,-0.45131927323410104,0.1363806532777223,0.314938619956378
week,0.004090389512075656,positive,0.6337026122345363,-0.6325421691340294,-0.0011604431005093482,0.6337026122345363
hours,0.004068524639664908,positive,0.26299412665929034,-0.03384848264550541,-0.22914564401378248,0.26299412665929034
love starbucks,0.004065146044216997,negative,0.7719018865373437,0.7719018865373437,-0.5369071152974939,-0.23499477123985346
amazing,0.004063060956731002,positive,3.548276860836375,-2.2674245427068365,-1.2808523181295832,3.548276860836375
disappointed,0.004042146553056183,positive,-1.6774945900084146,1.1387471037084973,0.5387474862999043,-1.6774945900084146
buy,0.00403611455989374,neutral/mixed,0.3980496385881869,-0.06475884498996111,0.3980496385881869,-0.3332907935982238
starbucks location,0.004027820097969299,neutral/mixed,-0.3884070240700005,0.18104699432635626,-0.3884070240700005,0.20736002974364431
left,0.004011085812505007,negative,0.8343951436226857,0.8343951436226857,-0.3410555260495496,-0.49333961757313805
parking lot,0.004001511340527695,positive,-0.3872796629462307,0.19829524403982046,0.18898441890640683,-0.3872796629462307
fine,0.003980527521799914,neutral/mixed,1.4660577486052853,-0.5594802630448279,1.4660577486052853,-0.9065774855604624
regular,0.003955126491652273,negative,-0.39418568195527914,-0.39418568195527914,0.03611366459814672,0.35807201735713184
convenient,0.003954344160255847,neutral/mixed,0.5381450289633088,-0.38228868057315,0.5381450289633088,-0.15585634839015766
wish,0.0039428877372889755,neutral/mixed,0.5009465721701898,-0.3206970382767583,0.5009465721701898,-0.1802495338934284
gets,0.003937305063621687,negative,-0.7598450395141492,-0.7598450395141492,0.5206775708112197,0.23916746870293396
large,0.003925044760862544,negative,-0.824708214399965,-0.824708214399965,0.3832370855734411,0.4414711288265206
water,0.0038996759930709163,neutral/mixed,-0.31934511620868433,0.23370365979223479,-0.31934511620868433,0.08564145641644938
help,0.0038814221176715737,positive,-0.8986848882170808,0.8097546225349581,0.08893026568212822,-0.8986848882170808
thank,0.003872323834885507,positive,2.571645674219201,-1.5172483905248957,-1.0543972836943045,2.571645674219201
